horario,tensao_p1(V),tensao_p2(V),irradiacao(W/m2)
2022-08-09 09:53:28.649075,0.0,0.0,null
2022-08-09 09:53:28.749166,0.0,0.0,null
2022-08-09 09:53:28.848992,0.0,0.0,null
2022-08-09 09:53:28.949048,0.0,0.0,null
2022-08-09 09:53:29.048942,0.0,0.0,null
2022-08-09 09:53:29.149076,0.0,0.0,null
2022-08-09 09:53:29.248959,0.0,0.0,null
2022-08-09 09:53:29.349108,0.0,0.0,null
2022-08-09 09:53:29.448962,0.0,0.0,null
2022-08-09 09:53:29.549053,0.0,0.0,null
2022-08-09 09:53:29.649046,0.0,0.0,null
2022-08-09 09:53:29.748992,0.0,0.0,null
2022-08-09 09:53:29.849106,0.0,0.0,null
2022-08-09 09:53:29.949024,0.0,0.0,null
2022-08-09 09:53:30.048945,0.0,0.0,null
2022-08-09 09:53:30.149022,0.0,0.0,null
2022-08-09 09:53:30.248948,0.0,0.0,null
2022-08-09 09:53:30.348947,0.0,0.0,null
2022-08-09 09:53:30.449077,0.0,0.0,null
2022-08-09 09:53:30.548984,0.0,0.0,null
2022-08-09 09:53:30.649056,0.0,0.0,null
2022-08-09 09:53:30.749034,0.0,0.0,null
2022-08-09 09:53:30.849049,0.0,0.0,null
2022-08-09 09:53:30.948974,0.0,0.0,null
2022-08-09 09:53:31.049074,0.0,0.0,null
2022-08-09 09:53:31.149099,0.0,0.0,null
2022-08-09 09:53:31.249036,0.0,0.0,null
2022-08-09 09:53:31.349013,0.0,0.0,null
2022-08-09 09:53:31.449037,0.0,0.0,null
2022-08-09 09:53:31.549009,0.0,0.0,null
2022-08-09 09:53:31.649061,0.0,0.0,null
2022-08-09 09:53:31.748934,0.0,0.0,null
2022-08-09 09:53:31.849106,0.0,0.0,null
2022-08-09 09:53:31.949064,0.0,0.0,null
2022-08-09 09:53:32.049027,0.0,0.0,null
2022-08-09 09:53:32.149032,0.0,0.0,null
2022-08-09 09:53:32.249021,0.0,0.0,null
2022-08-09 09:53:32.348928,0.0,0.0,null
2022-08-09 09:53:32.449071,0.0,0.0,null
2022-08-09 09:53:32.548932,0.0,0.0,null
2022-08-09 09:53:32.649189,0.0,0.0,null
2022-08-09 09:53:32.749079,0.0,0.0,null
2022-08-09 09:53:32.849498,0.0,0.0,null
2022-08-09 09:53:32.949086,0.0,0.0,null
2022-08-09 09:53:33.049046,0.0,0.0,null
2022-08-09 09:53:33.149053,0.0,0.0,null
2022-08-09 09:53:33.249041,0.0,0.0,null
2022-08-09 09:53:33.348974,0.0,0.0,null
2022-08-09 09:53:33.449056,0.0,0.0,null
2022-08-09 09:53:33.548940,0.0,0.0,null
2022-08-09 09:53:33.648905,0.0,0.0,null
2022-08-09 09:53:33.748899,0.0,0.0,null
2022-08-09 09:53:33.848975,0.0,0.0,null
2022-08-09 09:53:33.949092,0.0,0.0,null
2022-08-09 09:53:34.049283,0.0,0.0,null
2022-08-09 09:53:34.149035,0.0,0.0,null
2022-08-09 09:53:34.248954,0.0,0.0,null
2022-08-09 09:53:34.348967,0.0,0.0,null
2022-08-09 09:53:34.448963,0.0,0.0,null
2022-08-09 09:53:34.548987,0.0,0.0,null
2022-08-09 09:53:34.649129,0.0,0.0,null
2022-08-09 09:53:34.749137,0.0,0.0,null
2022-08-09 09:53:34.849101,0.0,0.0,null
2022-08-09 09:53:34.949131,0.0,0.0,null
2022-08-09 09:53:35.049121,0.0,0.0,null
2022-08-09 09:53:35.149016,0.0,0.0,null
2022-08-09 09:53:35.249076,0.0,0.0,null
2022-08-09 09:53:35.349065,0.0,0.0,null
2022-08-09 09:53:35.449224,0.0,0.0,null
2022-08-09 09:53:35.549059,0.0,0.0,null
2022-08-09 09:53:35.649124,0.0,0.0,null
2022-08-09 09:53:35.749068,0.0,0.0,null
2022-08-09 09:53:35.849079,0.0,0.0,null
2022-08-09 09:53:35.948957,0.0,0.0,null
2022-08-09 09:53:36.048967,0.0,0.0,null
2022-08-09 09:53:36.149001,0.0,0.0,null
2022-08-09 09:53:36.249075,0.0,0.0,null
2022-08-09 09:53:36.349073,0.0,0.0,null
2022-08-09 09:53:36.449095,0.0,0.0,null
2022-08-09 09:53:36.549097,0.0,0.0,null
2022-08-09 09:53:36.649079,0.0,0.0,null
2022-08-09 09:53:36.749015,0.0,0.0,null
2022-08-09 09:53:36.849343,0.0,0.0,null
2022-08-09 09:53:36.948943,0.0,0.0,null
2022-08-09 09:53:37.049243,0.0,0.0,null
2022-08-09 09:53:37.149143,0.0,0.0,null
2022-08-09 09:53:37.248958,0.0,0.0,null
2022-08-09 09:53:37.348994,0.0,0.0,null
2022-08-09 09:53:37.449053,0.0,0.0,null
2022-08-09 09:53:37.548974,0.0,0.0,null
2022-08-09 09:53:37.648967,0.0,0.0,null
2022-08-09 09:53:37.748957,0.0,0.0,null
2022-08-09 09:53:37.849090,0.0,0.0,null
2022-08-09 09:53:37.949109,0.0,0.0,null
2022-08-09 09:53:38.049068,0.0,0.0,null
2022-08-09 09:53:38.148962,0.0,0.0,null
2022-08-09 09:53:38.248976,0.0,0.0,null
2022-08-09 09:53:38.348965,0.0,0.0,null
2022-08-09 09:53:38.448942,0.0,0.0,null
2022-08-09 09:53:38.548957,0.0,0.0,null
2022-08-09 09:53:38.648989,0.0,0.0,null
2022-08-09 09:53:38.749088,0.0,0.0,null
2022-08-09 09:53:38.849030,0.0,0.0,null
2022-08-09 09:53:38.949445,0.0,0.0,null
2022-08-09 09:53:39.049052,0.0,0.0,null
2022-08-09 09:53:39.149047,0.0,0.0,null
2022-08-09 09:53:39.248956,0.0,0.0,null
2022-08-09 09:53:39.348943,0.0,0.0,null
2022-08-09 09:53:39.448974,0.0,0.0,null
2022-08-09 09:53:39.548972,0.0,0.0,null
2022-08-09 09:53:39.649087,0.0,0.0,null
2022-08-09 09:53:39.749007,0.0,0.0,null
2022-08-09 09:53:39.848961,0.0,0.0,null
2022-08-09 09:53:39.949028,0.0,0.0,null
2022-08-09 09:53:40.048950,0.0,0.0,null
2022-08-09 09:53:40.149180,0.0,0.0,null
2022-08-09 09:53:40.249093,0.0,0.0,null
2022-08-09 09:53:40.349152,0.0,0.0,null
2022-08-09 09:53:40.449048,0.0,0.0,null
